No,Unit,Channel,Year,Month,Views Cummulative,Engaged views,Watch time (hours),Subscribers,Average view duration,Average percentage viewed (%),Videos published,Impressions,Impressions click-through rate (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Subscribers gained,Subscribers lost,Likes,Dislikes,Shares,Comments added,Revenue Cummulative (IDR),Transaction revenue (IDR),Transactions,YouTube Premium (IDR),Watch Page ads (IDR),YouTube ad revenue (IDR),Ad impressions,CPM (IDR),Estimated monetized playbacks,RPM (IDR),Product clicks,Product impressions,Total sales (IDR),Orders,YouTube Premium views,YouTube Premium watch time (hours),Hours streamed,Reminders set,Chat messages,Reactions,Remix count,Remix views,Community clip views,Watch time from community clips (hours),Card clicks,Cards shown,End screen element clicks,End screen elements shown, Total members, Active members, Members gained, Members lost, Canceled memberships, Exit surveys, Average membership tenure (days), Churn rate (%),Lifetime Subscriber/Followers,New Subscribers/Followers,Views Fresh Content, Revenue Fresh Content (IDR), Revenue Fresh Content (USD),"View
 Male (%)","View
 Female (%)","View
 Other (%)",13 - 17 Years,18 - 24 Years,25 - 34 Years,35 - 44 Years,45 - 54 Years,55 - 64 Years,65+ Years
389,iNews,Official iNews,2026,May,"95,677,772","84,305,808","8,862,050","38,283",00:06:17,17,"2,813","585,099,640",9,"17,733,343","3,515,821","14,209,694","5,411,083","8,798,611","60,466","22,183","625,175","39,881","119,859","338,728","500,591,370","7,890,930","4,089","29,484,247","448,159,901","810,100,495","70,454,668","11,498","49,841,724","5,958","111,610","6,994,476","320,713,956","2,365","1,747,035","236,529","1,342","10,501","77,596","39,761",176,"1,427,659",0,0,10,507,"1,550","72,209",- 105 ,- 101 ,  351 ,  456 ,  452 ,  5 ,  3 ,  20 ,"10,598,700","38,281","70,073,818","  373,716,929 ",,75.90%,23.90%,0.10%,1.30%,5.90%,29.30%,24.40%,18.50%,13.20%,7.40%
390,iNews,Official iNews,2026,June,"90,651,704","79,193,948","7,531,138","37,823",00:05:42,15,"2,367","524,482,239",9,"17,802,300","3,515,913","13,577,918","5,050,804","8,527,114","62,025","24,202","635,555","45,860","127,527","396,774","491,230,814","7,572,366","3,056","25,945,770","443,831,852","805,980,249","67,648,250","11,914","46,621,565","6,201","87,469","7,718,832","234,176,913","1,576","1,650,105","200,505","1,078","10,699","115,002","73,715",119,"372,775",0,0,22,384,"1,203","57,350",-48,-27,310,358,337,3,2.3061,13.67,"10,636,524","37,820","67,149,819","  372,708,951 ",,75.50%,24.30%,0.10%,1.20%,5.80%,28.90%,23.50%,18.40%,14.10%,8.10%
391,iNews,Official iNews,2026,July,"84,783,037","74,523,468","7,825,746","32,897",00:06:17,16,"2,339","509,567,642",8,"16,992,142","2,883,851","12,890,089","4,422,862","8,467,227","53,714","20,817","563,825","21,236","115,947","311,779","469,107,977","7,228,790","1,793","29,827,649","423,780,717","769,909,281","63,811,934","12,065","43,136,005","6,320","48,091","6,367,895","76,479,668",660,"1,711,492","227,591","1,370","17,229","132,655","67,483",104,"1,088,911",0,0,16,649,"4,123","189,131",- 48 ,- 49 ,  296 ,  344 ,  345 ,  6 ,  2 ,  17 ,"10,669,420","32,897","56,414,204","  316,748,650 ",,76.60%,23.30%,0.10%,1.10%,5.40%,27.80%,22.90%,18.40%,15.10%,
392,iNews,Official iNews,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,iNews,Official iNews,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,iNews,Official iNews,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,iNews,Official iNews,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,iNews,Official iNews,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,iNews,Rakyat Bersuara,2024,January,"121,012","121,012","2,016",164,00:00:59,6,,"1,632,822",6,"48,920","42,452","6,468","6,468",0,334,170,334,18,142,56,,,,,,,,,,,0,0,,,822,14,,0,,,52,"4,834",0,0,0,0,0,0,,,,,,,,,"197,829",-,,  -   ,,,,,,,,,,,
398,iNews,Rakyat Bersuara,2024,February,"135,709","135,709","1,929",83,00:00:51,6,,"1,442,877",7,"44,473","38,415","6,039","6,039",0,261,178,174,45,118,30,,,,,,,,,,,0,0,,,831,20,,0,,,44,"2,825",0,0,0,0,0,0,,,,,,,,,"197,829",-,,  -   ,,,,,,,,,,,
399,iNews,Rakyat Bersuara,2024,March,"129,441","129,441","1,959",115,00:00:54,6,0,"1,471,725",6,"45,733","39,678","6,055","6,055",0,254,139,257,22,95,37,,,,,,,,,,,0,0,,,"1,091",24,,0,,,28,"1,480",0,0,0,0,0,0,,,,,,,,,"197,829",-,,  -   ,,,,,,,,,,,
400,iNews,Rakyat Bersuara,2024,April,"123,003","123,003","1,780",85,00:00:52,5,1,"1,275,483",7,"35,487","29,611","5,876","5,876",0,241,156,554,28,104,37,,,,,,,,,,,0,0,,,866,14,,0,,,10,"1,340",0,0,0,0,0,0,,,,,,,,,"197,829",-,,  -   ,,,,,,,,,,,
401,iNews,Rakyat Bersuara,2024,May,"126,609","126,609","1,894",117,00:00:53,5,2,"1,474,391",6,"43,709","37,225","6,484","6,484",0,278,161,122,40,148,51,,,,,,,,,,,0,0,,,"1,068",19,,0,,,29,"3,202",0,0,0,0,0,0,,,,,,,,,"197,829",-,,  -   ,,,,,,,,,,,
402,iNews,Rakyat Bersuara,2024,June,"123,180","123,180","1,594",50,00:00:46,5,,"1,400,338",6,"37,626","31,290","6,336","6,336",0,253,203,197,11,150,43,,,,,,,,,,,0,0,,,889,13,0,0,1,0,6,957,0,0,0,0,0,0,,,,,,,,,"197,874",45,,  -   ,,,,,,,,,,,
403,iNews,Rakyat Bersuara,2024,July,"149,599","149,599","1,953",98,00:00:46,6,1,"1,504,013",7,"56,970","49,797","7,173","7,173",0,285,187,161,31,119,43,"2,370",0,0,17,"2,353","4,277",397,"10,774",346,16,0,0,0,0,880,13,,0,,,5,872,0,0,0,0,0,0,,,,,,,,,"197,972",98,,  -   ,,,,,,,,,,,
404,iNews,Rakyat Bersuara,2024,August,"136,638","136,638","1,791",59,00:00:47,5,,"1,433,341",7,"42,980","36,273","6,707","6,707",0,264,205,250,18,208,54,"1,254",0,0,3,"1,251","2,275",169,"13,459",148,9,0,0,0,0,971,18,,0,,,2,110,0,0,2,10,0,0,,,,,,,,,"198,031",59,,  -   ,,,,,,,,,,,
405,iNews,Rakyat Bersuara,2024,September,"133,371","133,371","1,701",98,00:00:45,5,10,"1,356,036",7,"47,069","40,970","6,099","6,099",0,294,196,270,29,175,93,"25,487",0,0,249,"25,235","45,882","4,344","10,562","4,117",191,0,0,0,0,"1,061",18,,0,,,36,"1,923",0,0,0,3,0,0,,,,,,,,,"198,129",98,,  -   ,,,,,,,,,,,
406,iNews,Rakyat Bersuara,2024,October,"110,120","110,120","1,678",89,00:00:54,6,,"1,012,633",7,"34,998","29,029","5,969","5,969",0,268,179,74,37,116,33,"1,955",0,0,4,"1,951","3,547",486,"7,299",436,18,0,0,0,0,578,15,,0,,,16,"1,590",0,0,0,4,0,0,,,,,,,,,"198,218",89,,  -   ,,,,,,,,,,,
407,iNews,Rakyat Bersuara,2024,November,"263,829","263,829","31,964","1,895",00:07:16,17,16,"2,388,592",9,"191,829","183,663","8,166","8,166",0,"2,152",257,"2,172",59,835,605,"1,229,170",0,0,"172,260","1,056,150","1,920,272","213,097","9,011","199,254","4,659",0,471,0,0,"5,897","1,075",4,19,1,0,1,213,0,0,0,1,0,0,,,,,,,,,"200,113","1,895",,  -   ,,,,,,,,,,,
408,iNews,Rakyat Bersuara,2024,December,"347,803","347,803","30,030","2,729",00:05:10,23,8,"3,696,055",8,"258,696","217,778","40,918","40,918",0,"3,006",277,"5,129",125,736,"1,726","1,977,632",0,0,"124,972","1,852,147","3,367,539","337,210","9,986","296,678","5,686",0,385,0,0,"7,298",804,2,31,7,1,,224,0,0,0,0,0,0,,,,,,,,,"202,842","2,729",,  -   ,,,,,,,,,,,
409,iNews,Rakyat Bersuara,2025,January,"61,655","61,655","3,995",311,00:03:53,25,0,"530,167",10,"49,807","30,221","19,586","19,586",0,497,186,471,0,119,202,"203,645",0,0,"11,075","192,535","350,064","49,170","7,119","44,776","3,303",1,78,0,0,"1,044",76,,0,,,,76,0,0,0,0,0,0,,,,,,,,,"203,153",311,0,  -   ,  -   ,,,,,,,,,,
410,iNews,Rakyat Bersuara,2025,February,"33,794","33,794","1,784",161,00:03:10,21,1,"259,478",10,"26,453","15,689","10,764","10,764",0,239,78,157,2,80,68,"112,426",0,0,"5,882","106,525","193,682","27,330","7,087","24,112","3,327",0,0,0,0,740,33,,0,,,,50,0,0,0,0,0,0,,,,,,,,,"203,314",161,0,  -   ,  -   ,,,,,,,,,,
411,iNews,Rakyat Bersuara,2025,March,"8,505","8,504",439,-108,00:03:05,16,,"70,030",10,"7,330","4,570","2,762","2,762",0,75,183,-262,3,41,15,"24,914",0,0,"1,879","23,031","41,875","5,882","7,119","5,169","2,930",0,0,0,0,241,13,,0,,,,44,0,0,0,0,0,0,,,,,,,,,"203,206",-108,0,  -   ,  -   ,,,,,,,,,,
412,iNews,Rakyat Bersuara,2025,April,"2,336","2,327",127,-115,00:03:15,18,,"17,676",10,"1,608",879,732,727,5,49,164,-227,-12,17,8,"6,141",0,0,74,"6,060","11,018","1,699","6,485","1,552","2,639",0,0,0,0,21,1,,0,,,,98,0,0,0,0,0,0,,,,,,,,,"203,091",-115,0,  -   ,  -   ,,,,,,,,,,
413,iNews,Rakyat Bersuara,2025,May,"3,472","3,462",172,-106,00:02:59,15,,"24,105",11,"2,701","1,857",844,840,4,68,174,-230,-14,6,6,"9,164",0,0,742,"8,416","15,301","2,056","7,442","1,897","2,647",0,0,0,0,47,5,,0,,,,144,0,0,0,0,0,0,,,,,,,,,"202,985",-106,0,  -   ,  -   ,,,,,,,,,,
414,iNews,Rakyat Bersuara,2025,June,"4,522","4,510",254,-88,00:03:22,22,,"34,260",10,"3,605","2,300","1,305","1,293",12,57,145,-49,-12,9,15,"12,089",0,0,862,"11,225","20,409","2,989","6,828","2,685","2,681",0,0,0,0,70,5,,0,,,,107,0,0,0,0,0,0,,,,,,,,,"202,897",-88,0,  -   ,  -   ,,,,,,,,,,
415,iNews,Rakyat Bersuara,2025,July,"1,227,056","1,211,169","235,050","7,720",00:11:38,16,32,"9,444,817",10,"689,261","603,364","85,897","85,827",70,"8,243",523,"9,903",731,"1,487","8,335","10,024,711",0,0,"612,240","9,404,378","17,098,870","1,347,605","12,688","831,885","8,277",0,0,0,0,"18,609","4,392",2,0,5,5,,414,0,0,0,0,0,0,,,,,,,,,"210,617","7,720","1,224,267","  10,381,560 ",  611 ,81.00%,18.90%,,0.80%,5.40%,25.50%,23.40%,20.50%,16.60%,7.80%
416,iNews,Rakyat Bersuara,2025,August,"3,216,742","3,130,926","464,912","18,295",00:08:54,27,58,"33,139,899",7,"1,834,796","1,287,866","546,930","546,412",518,"19,231",936,"26,964","1,722","3,623","16,962","23,737,986",0,0,"1,044,202","22,649,102","41,176,939","3,803,836","10,825","2,783,426","7,582",0,0,0,0,"52,199","7,814",2,22,0,0,13,"64,790",0,0,0,0,0,0,,,,,,,,,"229,502","18,295","2,990,924","  22,479,610 ","  1,322 ",81.90%,18.00%,0.10%,0.90%,5.60%,26.20%,21.30%,18.80%,17.50%,9.80%
417,iNews,Rakyat Bersuara,2025,September,"4,053,941","3,994,443","561,606","20,486",00:08:26,26,83,"45,216,371",7,"2,215,383","1,328,920","886,463","884,020","2,443","21,706","1,220","35,969","1,925","9,576","18,697","30,677,969","48,286",2,"1,650,132","28,951,497","52,639,085","5,240,815","10,044","3,479,990","7,680",0,0,0,0,"75,294","11,932",22,13,291,500,27,"42,441",0,0,0,0,0,0,,,,,,,,,"249,399","20,486","3,653,230","  28,885,720 ","  1,699 ",82.30%,17.60%,0.10%,0.80%,5.70%,27.70%,23.20%,19.20%,15.60%,7.70%
418,iNews,Rakyat Bersuara,2025,October,"2,906,106","2,858,802","493,711","13,268",00:10:21,18,89,"25,855,962",8,"1,704,610","753,879","950,731","943,545","7,186","14,706","1,438","22,103","1,330","6,085","16,809","25,149,321",0,0,"1,613,787","23,511,625","42,748,498","4,056,360","10,539","2,443,127","8,797",0,0,0,0,"57,221","11,618",20,0,208,66,7,"16,454",0,0,0,0,0,0,,,,,,,,,"262,666","13,267","1,648,037","  13,921,130 ",  819 ,83.10%,16.80%,0.10%,0.80%,4.50%,23.80%,21.30%,20.00%,18.90%,10.80%
419,iNews,Rakyat Bersuara,2025,November,"3,854,281","3,791,397","773,119","11,015",00:12:14,15,118,"35,247,059",8,"1,960,483","726,310","1,234,405","1,209,714","24,691","12,000",985,"27,432","2,120","5,891","25,641","39,859,757",0,0,"2,897,301","36,925,833","67,272,811","6,173,552","10,897","3,627,311","10,513",0,0,0,0,"80,817","20,482",30,294,"25,894","12,525",23,"85,738",0,0,0,0,0,0,,,,,,,,,"273,682","11,015","3,289,879","  33,993,200 ","  2,000 ",82.70%,17.20%,0.10%,0.80%,4.40%,25.30%,24.50%,21.30%,16.30%,7.50%
420,iNews,Rakyat Bersuara,2025,December,"5,635,734","5,588,851","1,270,057","15,596",00:13:38,11,108,"50,188,252",9,"2,431,259","836,897","1,594,377","1,495,685","98,692","17,163","1,567","41,183","3,450","7,734","33,943","61,858,373","13,782",1,"5,240,252","56,576,426","102,866,283","9,694,467","10,611","5,444,503","11,068",0,1,0,0,"121,915","37,822",36,874,"57,377","58,758",20,"169,612",0,0,0,0,0,0,,,,,,,,,"289,277","15,595","4,995,892","  57,938,550 ","  3,408 ",82.50%,17.40%,0.10%,0.80%,4.60%,27.10%,25.60%,20.80%,14.60%,6.40%
421,iNews,Rakyat Bersuara,2026,January,"2,934,556","2,895,578","758,539","5,569",00:15:43,13,84,"24,349,558",9,"1,434,223","398,725","1,034,583","904,479","130,104","6,523",954,"16,648","1,619","3,212","13,717","33,328,468","31,280","2,350","3,451,101","24,264,363","44,128,376","4,421,421","9,981","2,419,837","12,378","69,135","1,870,380","210,453,156","1,820","69,671","25,999",39,759,"47,781","21,959",2,"3,773",0,0,0,0,0,0,,,,,,,,,"294,847","5,569","2,266,876","  28,603,878 ",,82.90%,17.00%,0.10%,0.80%,4.70%,28.60%,26.00%,20.40%,13.60%,5.90%
422,iNews,Rakyat Bersuara,2026,February,"4,414,093","4,370,584","920,773","5,691",00:12:38,10,121,"33,068,219",10,"1,907,198","480,461","1,419,274","1,123,779","295,495","7,100","1,409","25,244","1,780","4,420","15,963","48,486,835",0,"2,864","4,262,355","34,425,345","61,267,278","6,181,190","9,912","3,569,732","11,093","74,977","2,077,270","252,505,438","2,221","105,501","30,158",105,"1,058","113,916","30,461",13,"31,454",0,0,0,0,0,0,,,,,,,,,"300,538","5,691","3,539,055","  40,177,044 ",,82.50%,17.40%,0.10%,0.80%,4.60%,26.50%,23.80%,20.90%,16.00%,7.40%
423,iNews,Rakyat Bersuara,2026,March,"4,221,620","4,170,475","1,045,729","10,046",00:15:02,16,90,"40,589,638",8,"2,285,443","972,215","1,216,289","927,086","289,203","11,636","1,590","33,148","2,326","7,476","28,463","49,828,546",0,"1,985","4,398,142","37,647,467","68,437,996","5,864,846","11,669","3,865,129","12,057","53,330","1,552,864","198,849,355","1,551","124,563","37,190",74,"1,040","41,676","10,681",2,"1,758",0,0,0,0,0,0,,,,,,,,,"310,584","10,046","3,932,581","  47,572,480 ",,82.50%,17.40%,0%,0.80%,6.50%,33.60%,26.20%,17.80%,10.60%,4.40%
424,iNews,Rakyat Bersuara,2026,April,"5,065,186","5,055,414","1,230,124","7,467",00:14:36,10,85,"42,369,499",9,"2,040,496","578,636","1,403,154","981,563","421,591","9,047","1,580","29,790","2,437","5,759","19,647","59,598,521",0,"3,984","6,118,010","39,517,570","71,539,818","7,003,951","10,214","3,947,649","12,345","126,909","3,539,634","406,881,772","3,108","146,331","45,674",97,"2,147","136,643","66,050",2,"1,280",0,0,0,0,0,0,,,,,,,,,"318,051","7,467","4,393,651","  54,176,588 ",,82.20%,17.80%,0.10%,0.70%,4.60%,27.80%,25.20%,21.00%,14.50%,6.20%
425,iNews,Rakyat Bersuara,2026,May,"4,309,072","4,301,049","1,001,942","5,479",00:13:58,12,154,"34,493,354",10,"1,470,644","339,530","1,082,962","652,895","430,067","6,915","1,436","28,687","2,143","4,365","19,124","49,854,623",0,"2,402","4,683,191","36,470,358","66,107,711","6,028,160","10,966","3,431,674","11,711","66,327","2,035,573","250,294,329","1,925","123,737","36,570",80,"2,699","108,306","38,066",1,502,0,0,0,0,0,0,,,,,,,,,"323,531","5,479","3,662,763","  44,109,185 ",,82.20%,17.70%,0.10%,0.80%,4.70%,27.10%,25.30%,21.50%,14.50%,6.10%
426,iNews,Rakyat Bersuara,2026,June,"6,442,140","6,432,741","1,378,932","9,557",00:12:51,11,167,"51,092,921",10,"2,347,500","616,326","1,457,165","901,388","555,777","11,361","1,804","46,541","3,517","8,470","32,532","71,227,908","39,689","1,798","7,286,792","57,673,355","104,825,789","9,173,284","11,427","5,411,996","11,265","56,682","1,668,044","165,265,966","1,362","198,023","54,657",110,"3,379","148,068","28,312",1,"1,166",0,0,0,0,0,0,,,,,,,,,"333,088","9,557","5,890,760","  66,733,143 ",,81.60%,18.30%,0.10%,0.70%,5.20%,27.90%,24.00%,20.70%,15.00%,6.50%
427,iNews,Rakyat Bersuara,2026,July,"7,050,064","7,036,690","1,333,001","7,748",00:11:21,8,116,"47,272,677",12,"2,446,996","582,746","1,698,306","1,015,870","682,436","9,646","1,898","37,312","3,042","6,574","14,520","67,774,734","13,928",374,"6,566,869","60,116,890","109,272,009","9,670,813","11,299","5,697,743","9,599","17,271","1,207,607","28,975,040",281,"185,122","48,725",190,"7,116","303,715","63,252",,285,0,0,0,0,64,"2,607",,,,,,,,,"340,836","7,748","6,044,569","  55,291,501 ",,81.10%,18.80%,0.10%,0.70%,4.40%,25.60%,23.10%,21.20%,17.10%,
428,iNews,Rakyat Bersuara,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,iNews,Rakyat Bersuara,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,iNews,Rakyat Bersuara,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,iNews,Rakyat Bersuara,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,iNews,Rakyat Bersuara,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,iNews,Seputar iNews RCTI,2024,January,"11,540,837","11,540,837","322,623","20,173",00:01:40,33,"1,134","103,094,346",8,"6,379,696","2,572,667","3,807,029","3,807,029",0,"23,134","2,961","92,650","2,186","27,326","46,467","29,063,996",0,0,"572,763","28,460,050","51,745,435","5,668,573","9,128","5,050,236","2,518",0,0,0,0,"145,781","5,992",,0,,,5,"7,478",0,0,0,0,58,"2,246",,,,,,,,,"785,588","20,173",,  -   ,,,,,,,,,,,
434,iNews,Seputar iNews RCTI,2024,February,"17,790,546","17,790,546","592,123","35,719",00:01:59,32,"1,071","165,446,688",8,"9,181,653","3,631,207","5,542,188","5,542,188",0,"39,767","4,048","105,399","3,447","32,729","66,543","63,490,333",0,0,"998,659","62,471,753","113,584,874","11,921,575","9,528","10,336,559","3,569",0,0,0,0,"215,980","9,411",,0,,,16,"30,917",0,0,0,0,30,"1,953",,,,,,,,,"821,307","35,719",,  -   ,,,,,,,,,,,
435,iNews,Seputar iNews RCTI,2024,March,"8,282,355","8,282,355","303,809","12,276",00:02:12,26,558,"69,207,359",7,"4,825,152","1,818,419","3,006,733","3,006,733",0,"14,785","2,509","32,081","1,341","14,375","11,076","33,585,728",0,0,"566,112","33,004,112","60,007,488","5,897,421","10,175","4,489,973","4,055",0,0,0,0,"95,717","5,924",0,0,0,0,7,"26,050",0,0,0,0,26,"2,008",,,,,,,,,"833,583","12,276",,  -   ,,,,,,,,,,,
436,iNews,Seputar iNews RCTI,2024,April,"4,521,217","4,521,217","101,540","7,859",00:01:20,35,695,"49,260,072",7,"3,076,224","1,096,025","1,980,199","1,980,199",0,"9,776","1,917","22,871",926,"7,804","7,273","11,132,750",0,0,"196,777","10,905,119","19,827,493","2,165,522","9,156","1,932,448","2,462",0,0,0,0,"57,134","1,735",,0,,,5,"81,814",0,0,0,0,70,"2,989",,,,,,,,,"841,442","7,859",,  -   ,,,,,,,,,,,
437,iNews,Seputar iNews RCTI,2024,May,"6,869,979","6,869,979","155,876","11,271",00:01:21,38,848,"73,075,199",7,"4,486,662","1,694,440","2,792,222","2,792,222",0,"13,618","2,347","31,842","1,185","14,635","14,315","14,788,977","529,220",9,"253,915","13,995,948","25,447,179","2,782,994","9,144","2,551,648","2,153",0,0,0,0,"80,905","2,434",,0,,,16,"403,864",0,0,0,0,50,"2,591",,,,,,,,,"852,713","11,271",,  -   ,,,,,,,,,,,
438,iNews,Seputar iNews RCTI,2024,June,"5,889,889","5,889,889","102,736","7,273",00:01:02,38,757,"47,448,417",7,"3,834,074","1,524,771","2,309,303","2,309,303",0,"9,570","2,297","21,990",866,"11,948","10,239","13,921,192","27,167",2,"131,298","13,754,194","25,007,999","2,657,631","9,410","2,454,740","2,364",0,0,0,0,"53,211","1,211",,0,,,10,"94,557",0,0,0,0,43,"2,590",,,,,,,,,"859,986","7,273",,  -   ,,,,,,,,,,,
439,iNews,Seputar iNews RCTI,2024,July,"4,992,355","4,992,355","109,299","8,887",00:01:18,36,873,"59,359,065",6,"3,223,625","1,086,860","2,136,765","2,136,765",0,"11,256","2,369","28,304",920,"24,101","15,406","12,884,697","27,162",2,"205,529","12,643,937","22,988,989","2,456,406","9,359","2,261,075","2,581",0,0,0,0,"68,004","1,899",,0,,,16,"220,595",0,0,1,17,30,"2,619",,,,,,,,,"868,873","8,887",,  -   ,,,,,,,,,,,
440,iNews,Seputar iNews RCTI,2024,August,"9,715,374","9,715,374","234,864","16,970",00:01:27,37,981,"107,233,618",7,"5,781,462","2,142,134","3,639,328","3,639,328",0,"20,031","3,061","62,517","1,991","21,171","30,010","22,340,283","27,803",2,"470,157","21,827,542","39,816,370","4,398,734","9,052","3,994,628","2,299",0,0,0,0,"155,738","4,481",1,27,0,0,17,"234,355",0,0,1,59,127,"6,543",,,,,,,,,"885,843","16,970",,  -   ,,,,,,,,,,,
441,iNews,Seputar iNews RCTI,2024,September,"5,065,701","5,065,701","123,343","9,211",00:01:27,37,691,"57,628,461",7,"3,423,944","1,218,602","2,205,342","2,205,342",0,"11,640","2,429","25,983","1,019","13,970","14,141","13,556,352","274,679",5,"230,600","13,039,416","23,708,046","2,630,924","9,011","2,440,471","2,676",3,232,0,0,"72,056","2,022",,0,,,17,"48,946",0,0,1,20,58,"3,255",,,,,,,,,"895,054","9,211",,  -   ,,,,,,,,,,,
442,iNews,Seputar iNews RCTI,2024,October,"5,844,414","5,844,414","128,966","11,600",00:01:19,38,918,"78,347,520",6,"3,805,693","1,449,974","2,355,719","2,355,719",0,"14,178","2,578","32,291","1,702","14,884","12,020","12,847,996","42,139",3,"208,213","12,522,085","22,767,433","2,496,187","9,121","2,344,339","2,198",5,593,0,0,"70,771","1,703",,0,,,11,"20,064",0,0,2,15,23,"2,397",,,,,,,,,"906,654","11,600",,  -   ,,,,,,,,,,,
443,iNews,Seputar iNews RCTI,2024,November,"6,646,655","6,646,655","153,856","14,203",00:01:23,33,716,"80,034,029",7,"4,379,412","1,582,572","2,796,840","2,796,840",0,"16,634","2,431","37,796","1,464","15,224","17,686","15,842,769","34,447",1,"253,632","15,484,902","28,177,696","3,214,159","8,767","2,948,854","2,384",13,"4,327",0,0,"73,816","1,838",5,56,17,51,21,"22,797",0,0,3,104,47,"2,337",,,,,,,,,"920,857","14,203",,  -   ,,,,,,,,,,,
444,iNews,Seputar iNews RCTI,2024,December,"8,026,031","8,026,031","214,922","18,443",00:01:36,35,"1,248","88,491,591",7,"4,949,613","1,947,588","3,002,025","3,002,025",0,"21,806","3,363","46,416","1,593","16,280","28,475","19,923,218",0,0,"467,005","19,429,961","35,327,257","3,892,827","9,075","3,523,244","2,482",1,35,0,0,"94,152","3,333",,-3,,,13,"20,161",0,0,0,29,53,"2,695",,,,,,,,,"939,300","18,443",,  -   ,,,,,,,,,,,
445,iNews,Seputar iNews RCTI,2025,January,"5,135,431","5,135,431","123,332","11,419",00:01:26,36,"1,158","60,736,836",7,"3,253,552","1,192,708","2,060,844","2,060,844",0,"14,281","2,862","27,662","1,051","13,522","15,355","10,248,268",0,0,"325,283","9,908,382","18,015,314","1,897,369","9,495","1,767,776","1,996",1,46,0,0,"64,338","2,362",,0,,,10,"8,464",0,0,6,82,83,"7,037",,,,,,,,,"950,719","11,419","3,297,654","  7,430,020 ",  437 ,,,,,,,,,,
446,iNews,Seputar iNews RCTI,2025,February,"4,893,487","4,893,487","103,613","10,800",00:01:16,37,"1,083","55,999,475",6,"2,959,516","1,127,728","1,831,788","1,831,788",0,"12,971","2,171","29,682",943,"12,798","33,992","10,549,915",0,0,"261,943","10,261,863","18,657,962","1,911,608","9,760","1,772,620","2,156",5,89,0,0,"58,127","1,708",,0,,,7,"4,236",0,0,0,21,48,"2,165",,,,,,,,,"961,519","10,800","3,307,589","  7,985,920 ",  470 ,,,,,,,,,,
